what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1341233053563
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1341233053581
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1341233053601
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1341233053639
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1341233053663
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1341233053665
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1341233053673
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1341233053683
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1341233053712
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1341233053716
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1341233053718
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1341233053718
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1341233053738
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1341233053741
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1341233053763
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1341233053764
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1341233053779
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1341233053781
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1341233053784
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1341233053792
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1341233053835
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1341233053846
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1341233053862
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1341233053868
started,bundle,com.android.ide.eclipse.adt,18.0.0.v201203301601-306762,"com.android.ide.eclipse.adt",1341233053868
started,bundle,org.eclipse.mylyn.bugzilla.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.core",1341233053875
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.bugzilla.ui",1341233053894
started,bundle,org.eclipse.mylyn.commons.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.core",1341233053905
started,bundle,org.eclipse.mylyn.commons.net,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.net",1341233053905
started,bundle,org.eclipse.mylyn.commons.notifications.core,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.core",1341233053907
started,bundle,org.eclipse.mylyn.commons.notifications.feed,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.feed",1341233053922
started,bundle,org.eclipse.mylyn.commons.notifications.ui,0.9.1.v20120425-0100,"org.eclipse.mylyn.commons.notifications.ui",1341233053934
started,bundle,org.eclipse.mylyn.commons.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.ui",1341233053948
started,bundle,org.eclipse.mylyn.commons.workbench,3.7.1.v20120425-0100,"org.eclipse.mylyn.commons.workbench",1341233053957
started,bundle,org.eclipse.mylyn.context.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.core",1341233053971
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.context.tasks.ui",1341233053980
started,bundle,org.eclipse.mylyn.monitor.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.monitor.ui",1341233053981
started,bundle,org.eclipse.mylyn.tasks.index.core,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.index.core",1341233053990
started,bundle,org.eclipse.mylyn.tasks.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.tasks.ui",1341233053991
started,bundle,org.eclipse.mylyn.team.ui,3.7.1.v20120425-0100,"org.eclipse.mylyn.team.ui",1341233053993
os,sysinfo,,,"win32",1341233053997
arch,sysinfo,,,"x86_64",1341233053997
ws,sysinfo,,,"win32",1341233053997
locale,sysinfo,,,"en_US",1341233053997
processors,sysinfo,,,"6",1341233053997
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1341233053997
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1341233053997
java.specification.name,sysinfo,,,"Java Platform API Specification",1341233053997
java.specification.vendor,sysinfo,,,"Oracle Corporation",1341233053997
java.specification.version,sysinfo,,,"1.7",1341233053997
java.vendor,sysinfo,,,"Oracle Corporation",1341233053997
java.version,sysinfo,,,"1.7.0_01",1341233053997
java.vm.info,sysinfo,,,"mixed mode",1341233053997
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1341233053997
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1341233053997
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1341233053997
java.vm.specification.version,sysinfo,,,"1.7",1341233053997
java.vm.vendor,sysinfo,,,"Oracle Corporation",1341233053997
java.vm.version,sysinfo,,,"21.1-b02",1341233053997
started,bundle,org.python.pydev.core,2.5.0.2012040618,"org.python.pydev.core",1341233054277
started,bundle,org.python.pydev.debug,2.5.0.2012040618,"org.python.pydev.debug",1341233054293
started,bundle,com.python.pydev.analysis,2.5.0.2012040618,"com.python.pydev.analysis",1341233054481
started,bundle,org.python.pydev,2.5.0.2012040618,"org.python.pydev",1341233054577
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1341233054703
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1341233055495
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1341233055989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233101294
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233176528
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341233189081
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341233189691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341233190267
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341233190549
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341233195339
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1341233197220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1341233201537
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341233204120
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341233204193
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341233204698
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341233204774
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341233205595
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1341233206314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233206773
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233307544
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233307827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233913686
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233915195
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233934358
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233936579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233937736
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1341233937894
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1341233938196
